label,text
spam,Limited time offer! Get free rewards today. Ref1048
ham,Please find the project update attached. Ref1479
spam,Congratulations! You have won a cash prize. Claim now. Ref110
spam,Congratulations! You have won a cash prize. Claim now. Ref1468
ham,Please find the project update attached. Ref1139
ham,"Hi, can we schedule a meeting for tomorrow? Ref4725"
spam,Limited time offer! Get free rewards today. Ref4693
ham,Reminder: team meeting at 3 PM today. Ref3838
ham,Please find the project update attached. Ref2220
spam,Earn money fast from home. Click here now. Ref1973
ham,Please find the project update attached. Ref1461
spam,Earn money fast from home. Click here now. Ref3414
ham,Please find the project update attached. Ref3516
ham,"Hi, can we schedule a meeting for tomorrow? Ref3369"
ham,Please find the project update attached. Ref1027
ham,Thank you for your email. I will review it. Ref186
spam,Urgent: Verify your account and win a bonus. Ref1133
ham,Reminder: team meeting at 3 PM today. Ref1601
spam,Urgent: Verify your account and win a bonus. Ref4208
ham,Thank you for your email. I will review it. Ref776
spam,Urgent: Verify your account and win a bonus. Ref1930
spam,Limited time offer! Get free rewards today. Ref4320
spam,Earn money fast from home. Click here now. Ref4091
spam,You have been selected for an exclusive gift card. Ref4133
spam,Urgent: Verify your account and win a bonus. Ref1705
spam,Earn money fast from home. Click here now. Ref2722
ham,Reminder: team meeting at 3 PM today. Ref3933
spam,You have been selected for an exclusive gift card. Ref951
spam,Earn money fast from home. Click here now. Ref2371
ham,Reminder: team meeting at 3 PM today. Ref1708
spam,Urgent: Verify your account and win a bonus. Ref1173
ham,Please find the project update attached. Ref4761
spam,Limited time offer! Get free rewards today. Ref3097
ham,Let's discuss the requirements in today's call. Ref4946
spam,Urgent: Verify your account and win a bonus. Ref4377
spam,You have been selected for an exclusive gift card. Ref2253
spam,Congratulations! You have won a cash prize. Claim now. Ref465
spam,Urgent: Verify your account and win a bonus. Ref725
spam,Congratulations! You have won a cash prize. Claim now. Ref2180
ham,Let's discuss the requirements in today's call. Ref1297
ham,Reminder: team meeting at 3 PM today. Ref692
spam,Earn money fast from home. Click here now. Ref4796
spam,Urgent: Verify your account and win a bonus. Ref800
spam,Urgent: Verify your account and win a bonus. Ref4213
spam,Urgent: Verify your account and win a bonus. Ref2679
ham,"Hi, can we schedule a meeting for tomorrow? Ref4660"
spam,Earn money fast from home. Click here now. Ref2471
ham,Please find the project update attached. Ref1217
spam,Limited time offer! Get free rewards today. Ref814
spam,Earn money fast from home. Click here now. Ref3091
ham,Please find the project update attached. Ref2871
ham,"Hi, can we schedule a meeting for tomorrow? Ref63"
spam,You have been selected for an exclusive gift card. Ref3767
spam,Congratulations! You have won a cash prize. Claim now. Ref2100
ham,Let's discuss the requirements in today's call. Ref4302
ham,Let's discuss the requirements in today's call. Ref3259
ham,Let's discuss the requirements in today's call. Ref718
spam,Limited time offer! Get free rewards today. Ref4933
ham,"Hi, can we schedule a meeting for tomorrow? Ref3882"
spam,You have been selected for an exclusive gift card. Ref3384
spam,You have been selected for an exclusive gift card. Ref4022
spam,Urgent: Verify your account and win a bonus. Ref2794
ham,Let's discuss the requirements in today's call. Ref4816
ham,Reminder: team meeting at 3 PM today. Ref1250
spam,Urgent: Verify your account and win a bonus. Ref2832
ham,Please find the project update attached. Ref4457
ham,Thank you for your email. I will review it. Ref1654
spam,Urgent: Verify your account and win a bonus. Ref1428
ham,"Hi, can we schedule a meeting for tomorrow? Ref1431"
spam,Limited time offer! Get free rewards today. Ref4051
ham,Please find the project update attached. Ref638
ham,"Hi, can we schedule a meeting for tomorrow? Ref4964"
spam,Earn money fast from home. Click here now. Ref298
spam,Earn money fast from home. Click here now. Ref1789
ham,Thank you for your email. I will review it. Ref3201
ham,Thank you for your email. I will review it. Ref856
spam,You have been selected for an exclusive gift card. Ref4556
ham,Thank you for your email. I will review it. Ref2651
spam,Limited time offer! Get free rewards today. Ref2630
ham,Reminder: team meeting at 3 PM today. Ref3190
ham,Thank you for your email. I will review it. Ref1389
ham,Reminder: team meeting at 3 PM today. Ref2244
ham,Reminder: team meeting at 3 PM today. Ref4101
ham,"Hi, can we schedule a meeting for tomorrow? Ref635"
spam,Urgent: Verify your account and win a bonus. Ref3894
ham,Reminder: team meeting at 3 PM today. Ref1765
spam,Urgent: Verify your account and win a bonus. Ref3611
ham,Reminder: team meeting at 3 PM today. Ref380
spam,Earn money fast from home. Click here now. Ref3405
spam,Congratulations! You have won a cash prize. Claim now. Ref2291
spam,You have been selected for an exclusive gift card. Ref3449
spam,Congratulations! You have won a cash prize. Claim now. Ref3084
spam,Congratulations! You have won a cash prize. Claim now. Ref2444
ham,Please find the project update attached. Ref1181
spam,Urgent: Verify your account and win a bonus. Ref2986
spam,You have been selected for an exclusive gift card. Ref1286
spam,Limited time offer! Get free rewards today. Ref1274
spam,Earn money fast from home. Click here now. Ref3797
spam,Limited time offer! Get free rewards today. Ref2420
ham,Let's discuss the requirements in today's call. Ref1456
ham,Thank you for your email. I will review it. Ref2812
ham,Let's discuss the requirements in today's call. Ref1469
ham,Reminder: team meeting at 3 PM today. Ref732
spam,Urgent: Verify your account and win a bonus. Ref4162
ham,Thank you for your email. I will review it. Ref4562
spam,Congratulations! You have won a cash prize. Claim now. Ref2930
ham,Reminder: team meeting at 3 PM today. Ref2247
ham,"Hi, can we schedule a meeting for tomorrow? Ref2343"
spam,Congratulations! You have won a cash prize. Claim now. Ref1766
ham,Thank you for your email. I will review it. Ref1793
ham,Let's discuss the requirements in today's call. Ref207
spam,Earn money fast from home. Click here now. Ref938
spam,Limited time offer! Get free rewards today. Ref1702
ham,Let's discuss the requirements in today's call. Ref4605
ham,Thank you for your email. I will review it. Ref436
spam,Limited time offer! Get free rewards today. Ref4241
spam,Limited time offer! Get free rewards today. Ref1922
spam,You have been selected for an exclusive gift card. Ref2502
spam,Congratulations! You have won a cash prize. Claim now. Ref4673
spam,Limited time offer! Get free rewards today. Ref408
spam,Urgent: Verify your account and win a bonus. Ref4471
spam,Earn money fast from home. Click here now. Ref111
ham,Reminder: team meeting at 3 PM today. Ref4843
spam,Urgent: Verify your account and win a bonus. Ref3733
spam,You have been selected for an exclusive gift card. Ref1642
spam,Limited time offer! Get free rewards today. Ref2887
ham,"Hi, can we schedule a meeting for tomorrow? Ref543"
spam,Limited time offer! Get free rewards today. Ref2329
spam,Urgent: Verify your account and win a bonus. Ref824
ham,"Hi, can we schedule a meeting for tomorrow? Ref513"
spam,You have been selected for an exclusive gift card. Ref91
ham,"Hi, can we schedule a meeting for tomorrow? Ref3689"
spam,Congratulations! You have won a cash prize. Claim now. Ref3069
spam,Urgent: Verify your account and win a bonus. Ref1448
spam,Congratulations! You have won a cash prize. Claim now. Ref352
spam,Earn money fast from home. Click here now. Ref2554
ham,Let's discuss the requirements in today's call. Ref602
ham,Please find the project update attached. Ref757
spam,Congratulations! You have won a cash prize. Claim now. Ref4844
spam,You have been selected for an exclusive gift card. Ref3410
ham,Thank you for your email. I will review it. Ref992
spam,Urgent: Verify your account and win a bonus. Ref379
ham,Thank you for your email. I will review it. Ref1287
ham,"Hi, can we schedule a meeting for tomorrow? Ref965"
ham,"Hi, can we schedule a meeting for tomorrow? Ref2025"
spam,Limited time offer! Get free rewards today. Ref950
spam,Limited time offer! Get free rewards today. Ref4946
spam,Limited time offer! Get free rewards today. Ref4271
ham,Thank you for your email. I will review it. Ref4213
ham,"Hi, can we schedule a meeting for tomorrow? Ref1288"
ham,"Hi, can we schedule a meeting for tomorrow? Ref3153"
ham,Reminder: team meeting at 3 PM today. Ref4665
spam,Urgent: Verify your account and win a bonus. Ref1164
ham,Reminder: team meeting at 3 PM today. Ref2278
spam,Congratulations! You have won a cash prize. Claim now. Ref3589
ham,Reminder: team meeting at 3 PM today. Ref4702
spam,Urgent: Verify your account and win a bonus. Ref1212
spam,Limited time offer! Get free rewards today. Ref4573
ham,"Hi, can we schedule a meeting for tomorrow? Ref3042"
ham,Let's discuss the requirements in today's call. Ref755
ham,Reminder: team meeting at 3 PM today. Ref3327
ham,Let's discuss the requirements in today's call. Ref3350
spam,Urgent: Verify your account and win a bonus. Ref424
ham,Reminder: team meeting at 3 PM today. Ref1770
ham,Thank you for your email. I will review it. Ref2921
spam,Limited time offer! Get free rewards today. Ref632
ham,Reminder: team meeting at 3 PM today. Ref4941
spam,You have been selected for an exclusive gift card. Ref2250
spam,Limited time offer! Get free rewards today. Ref3778
spam,Congratulations! You have won a cash prize. Claim now. Ref1010
spam,Limited time offer! Get free rewards today. Ref838
ham,"Hi, can we schedule a meeting for tomorrow? Ref3107"
ham,Please find the project update attached. Ref901
ham,"Hi, can we schedule a meeting for tomorrow? Ref822"
spam,Limited time offer! Get free rewards today. Ref1846
spam,Earn money fast from home. Click here now. Ref1969
spam,You have been selected for an exclusive gift card. Ref1985
spam,You have been selected for an exclusive gift card. Ref1283
spam,Limited time offer! Get free rewards today. Ref963
ham,Reminder: team meeting at 3 PM today. Ref4790
spam,You have been selected for an exclusive gift card. Ref4650
spam,Limited time offer! Get free rewards today. Ref331
ham,Please find the project update attached. Ref3858
ham,Reminder: team meeting at 3 PM today. Ref4841
spam,Urgent: Verify your account and win a bonus. Ref2577
spam,Congratulations! You have won a cash prize. Claim now. Ref3883
spam,Congratulations! You have won a cash prize. Claim now. Ref4570
spam,Congratulations! You have won a cash prize. Claim now. Ref3208
ham,Thank you for your email. I will review it. Ref589
spam,Limited time offer! Get free rewards today. Ref4557
ham,Please find the project update attached. Ref1180
ham,Reminder: team meeting at 3 PM today. Ref2405
ham,Let's discuss the requirements in today's call. Ref1138
spam,You have been selected for an exclusive gift card. Ref4769
ham,Reminder: team meeting at 3 PM today. Ref2524
spam,Urgent: Verify your account and win a bonus. Ref738
ham,Reminder: team meeting at 3 PM today. Ref2461
ham,Reminder: team meeting at 3 PM today. Ref3198
spam,Urgent: Verify your account and win a bonus. Ref1942
spam,Congratulations! You have won a cash prize. Claim now. Ref2670
spam,You have been selected for an exclusive gift card. Ref2632
spam,Urgent: Verify your account and win a bonus. Ref741
ham,Thank you for your email. I will review it. Ref2674
ham,Let's discuss the requirements in today's call. Ref2567
spam,You have been selected for an exclusive gift card. Ref3833
